CUI,LAT,STR,CNT,cadec_feq,cometa_feq,psy-tar_feq
C0151872,ENG,Prothrombin increased,9,0,0,0
C0151872,ENG,PT increased,9,57,59,0
C0151872,ENG,Prothrombin time prolonged,9,0,0,0
C0151872,ENG,Prothrombin time inc,9,0,0,0
C0151872,ENG,Coagulation factor II level increased,9,0,0,0
C0151872,ENG,PT inc,9,0,0,0
C0151872,ENG,Prothrombin level increased,9,0,0,0
C0151872,ENG,PT prolonged,9,2,852,0
C0151872,ENG,Prothrombin time increased,9,0,0,0
C0151904,ENG,GOT inc,12,0,0,0
C0151904,ENG,Serum glutamic-oxaloacetic ta inc,12,0,0,0
C0151904,ENG,Glutamic-oxaloacetic transam incr,12,0,0,0
C0151904,ENG,Transaminase glutamic-oxalacetic increased,12,0,0,0
C0151904,ENG,Serum glutamic-oxaloacetic transaminase increased,12,0,0,0
C0151904,ENG,Glutamic-oxaloacetic transaminase increased,12,0,0,0
C0151904,ENG,Aspartate aminotransferase increased,12,0,5,0
C0151904,ENG,AST increased,12,0,0,0
C0151904,ENG,GOT increased,12,0,0,0
C0151904,ENG,Glutamic-oxaloacetic transam. increased,12,0,0,0
C0151904,ENG,SGOT increased,12,0,0,0
C0151904,ENG,Serum glutamic-oxaloacetic ta increased,12,0,0,0
C0151905,ENG,SGPT increased,11,0,0,0
C0151905,ENG,Serum glutamic-pyruvic ta incr,11,0,0,0
C0151905,ENG,Serum glutamic-pyruvic transaminase increased,11,0,0,0
C0151905,ENG,Transaminase glutamic-pyruvic increased,11,0,0,0
C0151905,ENG,Alanine aminotransferase increased,11,0,0,0
C0151905,ENG,ALT increased,11,0,0,0
C0151905,ENG,Glutamic-pyruvate transaminase increased,11,0,0,0
C0151905,ENG,Glutamic-pyruvic transam incr,11,0,0,0
C0151905,ENG,GPT increased,11,0,0,0
C0151905,ENG,GPT inc,11,0,0,0
C0151905,ENG,Serum glutamic-pyruvic ta increased,11,0,0,0
C0152198,ENG,Abnormality of accommodation,8,0,0,0
C0152198,ENG,Accommodation disorder,8,0,0,0
C0152198,ENG,Accommodation abnormal,8,0,0,0
C0152198,ENG,Accommodation disturbance,8,0,0,0
C0152198,ENG,Accommodation difficulty,8,0,0,0
C0152198,ENG,Visual accommodation disturbance of,8,0,0,0
C0152198,ENG,Pupillary accommodation disorder,8,0,0,0
C0152198,ENG,Accommodation debility,8,0,0,0
C0154060,ENG,Carcinoma in situ of stomach,10,0,0,0
C0154060,ENG,Gastric cancer stage 0,10,0,0,0
C0154060,ENG,Stomach cancer stage 0,10,0,0,0
C0154060,ENG,Stomach carcinoma stage 0,10,0,0,0
C0154060,ENG,Gastric malignancy stage 0,10,0,0,0
C0154060,ENG,Gastric cancer in situ,10,0,0,0
C0154060,ENG,Gastric carcinoma stage 0,10,0,0,0
C0154060,ENG,Gastric carcinoma in situ,10,0,0,0
C0154060,ENG,Gastric malignancy in situ,10,0,0,0
C0154060,ENG,Stomach cancer in situ,10,0,0,0
C0162830,ENG,Photosensitivity reaction,7,0,0,0
C0162830,ENG,Photosensitivity toxic reaction,7,0,0,0
C0162830,ENG,Photosensitive dermatitis,7,0,2,0
C0162830,ENG,Rash photosensitivity,7,1,2,0
C0162830,ENG,Photosensitive rash,7,0,0,0
C0162830,ENG,Photosensitive reaction,7,0,0,0
C0162830,ENG,Photosensitized,7,0,0,0
C0201899,ENG,ASAT,10,0,0,0
C0201899,ENG,Aspartate aminotransferase,10,0,8,0
C0201899,ENG,SGOT,10,0,0,0
C0201899,ENG,GOT,10,0,0,0
C0201899,ENG,AST,10,0,0,0
C0201899,ENG,Asp transferase,10,0,0,0
C0201899,ENG,Aspartate transferase,10,0,0,0
C0201899,ENG,Serum glutamic-oxaloacetic transferase,10,0,0,0
C0201899,ENG,ASPT,10,0,0,0
C0201899,ENG,Glutamic-oxaloacetic transferase,10,0,0,0
C0231218,ENG,Malaise,12,9,4,1
C0231218,ENG,Discomfort bodily,12,0,0,0
C0231218,ENG,Feeling unwell,12,1,0,0
C0231218,ENG,Feels poorly,12,0,1,0
C0231218,ENG,Ill defined experience,12,0,0,0
C0231218,ENG,Feels awful,12,0,0,0
C0231218,ENG,Felt generally ill,12,1,0,0
C0231218,ENG,Generally off-color,12,0,0,0
C0231218,ENG,Feeling lifeless,12,0,0,0
C0231218,ENG,Feeling miserable,12,0,0,4
C0231218,ENG,Generally unwell,12,0,1,0
C0231218,ENG,General malaise,12,4,0,0
C0235198,ENG,Concentration loss,8,0,0,0
C0235198,ENG,Cerebration impaired,8,0,0,0
C0235198,ENG,Mental concentration difficulty,8,0,0,0
C0235198,ENG,Concentration impaired,8,0,1,0
C0235198,ENG,Concentration (mental) abnormal,8,0,0,0
C0235198,ENG,Mental concentration difficult,8,0,0,0
C0235198,ENG,Mental concentration impaired,8,0,0,0
C0235198,ENG,Concentration impairment,8,0,2,0
C0242362,ENG,Intervertebral disc bulging,8,0,0,0
C0242362,ENG,Herniated disk NOS,8,0,0,0
C0242362,ENG,Slipped disc,8,0,1,0
C0242362,ENG,Prolapsed disc NOS,8,0,0,0
C0242362,ENG,Intervertebral disc herniation,8,0,0,0
C0242362,ENG,Intervertebral disc extrusion,8,0,1,0
C0242362,ENG,Intervertebral disc prolapse,8,0,1,0
C0242362,ENG,Intervertebral disc protrusion,8,0,3,0
C0271375,ENG,IVth nerve disorder,10,0,0,0
C0271375,ENG,Trochlear nerve paralysis,10,0,1,0
C0271375,ENG,Fourth or trochlear nerve palsy,10,0,0,0
C0271375,ENG,Paresis of fourth cranial nerve,10,0,0,0
C0271375,ENG,Fourth nerve paralysis,10,0,0,0
C0271375,ENG,Trochlear nerve disorder,10,0,0,0
C0271375,ENG,IVth nerve paralysis,10,0,3,0
C0271375,ENG,Fourth nerve paresis,10,0,0,0
C0271375,ENG,IVth nerve paresis,10,0,0,0
C0271375,ENG,IVth nerve palsy,10,0,0,0
C0436480,ENG,Computer-assisted transaxial tomography normal,14,0,0,0
C0436480,ENG,Computerized axial tomogram normal,14,0,0,0
C0436480,ENG,Computerized transverse axial tomogram normal,14,0,0,0
C0436480,ENG,Computerized axial tomography normal,14,0,20,0
C0436480,ENG,Computerized transverse axial tomography normal,14,0,0,0
C0436480,ENG,CAT normal,14,0,0,0
C0436480,ENG,Computerised tomogram normal,14,0,0,0
C0436480,ENG,Computerized tomography normal,14,0,16,0
C0436480,ENG,CT normal,14,0,0,0
C0436480,ENG,CT scan normal,14,0,0,0
C0436480,ENG,CTT normal,14,0,0,0
C0436480,ENG,CAT scan normal,14,0,0,0
C0436480,ENG,EMI scan normal,14,0,0,0
C0436480,ENG,CTT scan normal,14,0,0,0
C0436539,ENG,CAT scan abnormal,14,0,0,0
C0436539,ENG,Computer-assisted transaxial tomography abnormal,14,0,0,0
C0436539,ENG,Computerized axial tomogram abnormal,14,0,0,0
C0436539,ENG,Computerized axial tomography abnormal,14,0,20,0
C0436539,ENG,Computerized transverse axial tomography abnormal,14,0,0,0
C0436539,ENG,CAT abnormal,14,0,0,0
C0436539,ENG,Computerised tomogram abnormal,14,0,0,0
C0436539,ENG,Computerized tomography abnormal,14,0,16,0
C0436539,ENG,CT abnormal,14,0,0,0
C0436539,ENG,CT scan abnormal,14,0,0,0
C0436539,ENG,CTT abnormal,14,0,0,0
C0436539,ENG,Computerized transverse axial tomogram abnormal,14,0,0,0
C0436539,ENG,EMI scan abnormal,14,0,0,0
C0436539,ENG,CTT scan abnormal,14,0,0,0
C0549399,ENG,LDL inc,7,0,0,0
C0549399,ENG,Low density lipoprotein increased,7,0,0,0
C0549399,ENG,LDL increased,7,1,0,0
C0549399,ENG,Low density lipoprotein cholesterol high,7,0,20,0
C0549399,ENG,LDL cholesterol increased,7,0,0,0
C0549399,ENG,Raised LDL,7,0,0,0
C0549399,ENG,Low density lipoprotein cholesterol increased,7,0,8,0
C0851140,ENG,Uterine cervix carcinoma stage 0,11,0,0,0
C0851140,ENG,Carcinoma in situ of cervix,11,0,0,0
C0851140,ENG,Carcinoma in situ of cervix uteri,11,0,0,0
C0851140,ENG,Cervical carcinoma in situ,11,0,0,0
C0851140,ENG,Cervix carcinoma stage 0,11,0,0,0
C0851140,ENG,Carcinoma uterine cervix in situ,11,0,0,0
C0851140,ENG,In situ cancer of cervix,11,0,0,0
C0851140,ENG,Cervical cancer stage 0,11,0,0,0
C0851140,ENG,Cervical intraepithelial neoplasia III,11,0,0,0
C0851140,ENG,Cervical carcinoma stage 0,11,0,0,0
C0851140,ENG,CIS of cervix,11,0,0,0
C1263846,ENG,"ADHD, predominantly hyperactive-impulsive type",9,0,0,0
C1263846,ENG,Attention deficit hyperactivity disorder,9,0,3,0
C1263846,ENG,Syndrome hyperkinetic,9,0,0,0
C1263846,ENG,Hyperkinetic syndrome of childhood,9,0,0,0
C1263846,ENG,Unspecified hyperkinetic syndrome of childhood,9,0,0,0
C1263846,ENG,Attention deficit disorder of childhood with hyperactivity,9,0,1,0
C1263846,ENG,ADDH,9,0,0,0
C1263846,ENG,Hyperactive child syndrome,9,0,0,0
C1263846,ENG,ADHD,9,0,0,0
C1384666,ENG,Hearing impaired,7,0,13,0
C1384666,ENG,Hearing decreased,7,0,0,0
C1384666,ENG,Unspecified hearing loss,7,0,0,0
C1384666,ENG,Hearing reduced,7,0,0,0
C1384666,ENG,Hard of hearing,7,0,0,0
C1384666,ENG,Hypoacusis,7,0,5,0
C1384666,ENG,Hearing loss,7,0,474,0
C1510410,ENG,Smell alteration,7,0,0,0
C1510410,ENG,Smell change,7,0,3,0
C1510410,ENG,Smell perversion,7,0,0,0
C1510410,ENG,Parosmia,7,0,2,0
C1510410,ENG,Altered smell sensation,7,0,0,0
C1510410,ENG,Perversion olfactory,7,0,0,0
C1510410,ENG,Strange smell sensation,7,0,0,0
C1535939,ENG,Pneumocystis jiroveci pneumonia,7,0,0,0
C1535939,ENG,PCP,7,2,8,0
C1535939,ENG,Pneumocystosis,7,0,4,0
C1535939,ENG,Interstitial plasma cell pneumonia,7,0,0,0
C1535939,ENG,Pneumocystis carinii pneumonia,7,0,0,0
C1535939,ENG,Pneumocystis jirovecii pneumonia,7,0,0,0
C1535939,ENG,Pneumocystis pneumonia,7,0,0,0
C3714552,ENG,Feelings of weakness,7,0,0,0
C3714552,ENG,Weakness,7,98,50,0
C3714552,ENG,Debility,7,0,2,0
C3714552,ENG,Weakness generalised,7,0,0,0
C3714552,ENG,Strength loss of,7,0,0,0
C3714552,ENG,"Debility, unspecified",7,0,0,0
C3714552,ENG,General debility,7,0,0,0
