	synonyms	scores_gpt	scores_biogpt	un_normalized_score	normalized_score	un_normalized_diff_flat	normalized_diff_flat
32	['Unspecified disorder of liver', 'Hepatic disease', 'Hepatopathy', 'Disease hepatocellular', 'Fector hepaticus', 'Hepatic pathology', 'Disorder liver']	[-7.008539145723215, -5.152313808633379, -7.099756285276317, -4.686281631264214, -5.392833714516948, -6.04847774635339, -5.6430366178738245]	[-7.483427716194609, -5.693226593941591, -6.306002442214326, -9.433521812111884, -8.08668838303961, -6.017060066728489, -8.99211894915903]	[0.936541303199374, 0.9049901182777758, 1.1258727459013271, 0.49676904602556865, 0.6668778935302438, 1.005221433603202, 0.6275535999667329]	[0.514784798440612, 0.5499201913516447, 0.1447642464518926, 36.90493484056968, 4.734896014189495, 0.3102699410431923, 9.117425094194646]	[4, 4, 5, 1, 1, 5, 1]	[2, 2, 1, 5, 5, 2, 5]
33	['Chronic obstructive bronchopneumopathy', 'Chronic obstructive lung disease', 'Chronic obstructive pulmonary disease', 'COPD', 'Hyperactive airway disease', 'Chronic airflow limitation', 'Chronic obstructive airways disease', 'COAD', 'Chronic obstruct airways disease']	[-5.102001319021753, -4.349904177988397, -4.6672812174644625, -3.136404614538241, -6.367725649077082, -5.901024614596411, -6.045704958913929, -3.6526637674747793, -6.531123877711266]	[-5.442484568353343, -4.202064508850702, -4.494551769246082, -6.94787783010797, -5.972794627109803, -5.1906019883591465, -4.357031169306501, -6.621049206308455, -7.342080848517626]	[0.9374397400570662, 1.0351826272124818, 1.0384308507469597, 0.4514190794989124, 1.0661216476747308, 1.1368670970786268, 1.3875744111043875, 0.5516744633153557, 0.8895467119556314]	[0.720326215496491, 0.4420315537086839, 0.43116527657558235, 23.171866077853696, 0.3452572927554369, 0.25184109441899316, 0.09468420037209956, 9.972697379694267, 1.1530638637703934]	[4, 5, 5, 1, 5, 5, 5, 1, 4]	[3, 2, 2, 5, 2, 2, 1, 5, 4]
34	['LE syndrome', 'Systemic lupus erythematosis', 'SLE', 'Disseminated lupus erythematosus', 'Syndrome lupus', 'Lupus erythematosis disseminated', 'Syndrome disseminated lupus erythematosis', 'Systemic lupus erythematosus synd', 'Systemic lupus erythematosus', 'LE systemic']	[-6.248242542206874, -6.564840422308625, -2.7841547466464966, -6.337083807140557, -5.947170826429041, -6.322527643567457, -6.5043394521654, -6.8244060895218475, -6.2792453314394265, -6.777886570684129]	[-7.642307984234466, -4.675308900566751, -8.024811250519477, -5.574653858406855, -8.168426275867926, -6.857068581501599, -8.028756201422459, -6.32960774704975, -4.071185920713425, -9.151897474068129]	[0.8175858072059581, 1.4041511613302857, 0.3469433310928363, 1.1367672268268136, 0.7280681278839273, 0.9220452688228641, 0.8101303974098781, 1.078172038812788, 1.5423627055428277, 0.740599049529264]	[1.8101045696821134, 0.0678665265980446, 84.77287986714296, 0.2094834010869709, 4.13949841344804, 0.7663319199918722, 2.062122772142128, 0.27376665279172546, 0.049353813780286894, 4.82268138956043]	[3, 5, 1, 5, 2, 4, 3, 5, 5, 2]	[4, 1, 5, 1, 5, 3, 4, 2, 1, 5]
35	['Hypermenorrhea', 'Menorrhagia', 'Menstrual flow excessive', 'Excessive menstruation', 'Menses regular with excessive bleeding', 'Bleeding menstrual heavy', 'Heavy periods', 'Prolonged heavy periods', 'Menstruation increased']	[-3.437999201588121, -5.831581291317212, -8.107009844584809, -3.6673426755904757, -7.613536240022083, -6.516330601988827, -6.3433119027632845, -6.165496059136441, -5.439427713457992]	[-7.836480019932342, -5.793032182497827, -10.150015209147556, -8.064121556508034, -7.565963933383313, -9.644627200260773, -7.6568008432928885, -8.013141495390515, -9.000150141595423]	[0.43871728031507234, 1.0066543923121731, 0.7987189849014691, 0.45477274243600646, 1.0062876729333676, 0.6756435958263516, 0.8284546029847207, 0.7694230861495562, 0.6043707746961835]	[6.072289734948276, 0.07184141406497975, 0.575946964372762, 6.061963867265652, 0.07119609059332978, 1.704976854281704, 0.27768827085758707, 0.4737385808721807, 2.6273542869329707]	[1, 5, 3, 1, 5, 2, 3, 2, 1]	[5, 1, 3, 5, 1, 4, 2, 2, 5]
36	['Multiple myeloma', 'Myeloma', 'Myelomatosis', 'Multiple myeloma myelomatosis', 'Myelomatosis multiple', 'Plasma cell myeloma', 'Peripheral plasma cell myeloma']	[-7.1953515522587255, -6.2998968611323605, -6.383643064211212, -7.7143488640588105, -6.85594624630802, -6.557933316886419, -7.3080871227622675]	[-5.737869061565548, -4.699382817140791, -6.0634626023468785, -5.890110068736471, -6.512516512002898, -7.307214893019319, -8.248949749461119]	[1.2540111102318376, 1.3405796263615224, 1.0528048877122465, 1.3097121741417084, 1.0527337986279441, 0.8974600327070306, 0.8859415252517068]	[0.5871619662308483, 0.5089089653214862, 1.8309728793403282, 0.406890618687059, 1.7888951259485948, 5.335109938877774, 6.461687730134587]	[5, 5, 5, 5, 5, 4, 4]	[3, 2, 4, 2, 4, 5, 5]
37	['Optic discs blurred', 'Papilledema', 'Optic papillitis', 'Papilledema, unspecified', 'Papillitis', 'Disc congestion in ocular fundus', 'Disc oedema in ocular fundus', 'Optic disc inflammation', 'Optic disc engorgement']	[-7.797067116898676, -8.58980589464486, -6.2184085444388595, -8.271478466558627, -5.963896696405678, -8.168745813290588, -7.217486870629957, -7.591987896304304, -7.223569097028544]	[-6.287910748067425, -7.377824292299879, -8.034780159282942, -6.819512515844538, -6.6391157394025395, -7.596524102178378, -7.270924086680162, -7.0995718246231085, -7.14080870577191]	[1.2400091905399717, 1.164273579083458, 0.7739363643016982, 1.2129134520012352, 0.8982968411004648, 1.0753267814878806, 0.9926505605871888, 1.0693585590575156, 1.011589778506423]	[0.23141181562138324, 0.3114919955411583, 6.436414172996281, 0.2450321173141377, 2.0561164966037815, 0.5905967891074171, 1.104107350404997, 0.6396615267893953, 0.9635215485660034]	[5, 5, 2, 5, 4, 5, 5, 5, 5]	[1, 2, 5, 2, 4, 3, 4, 3, 3]
38	['GDU', 'Ulcer peptic', 'Peptic ulcer disease', 'Ulcer syndrome peptic', 'Peptic ulcer, site unspecified', 'Peptic ulceration', 'PUD', 'Ulcer gastroduodenal']	[-2.6078510561091655, -5.921550707877932, -5.56285165443046, -6.802492156083521, -6.609702137350796, -4.073183390415642, -2.0701606712329967, -6.813669737637272]	[-7.182052045763285, -7.780331740265443, -4.296854378608609, -8.215407537296667, -6.958980710459946, -5.627395019447763, -7.235413629892395, -8.821896450917992]	[0.3631066775194904, 0.7610923165695125, 1.2946335072755715, 0.8280163978720799, 0.9498089465050313, 0.7238133055062054, 0.28611504153409184, 0.7723588431972871]	[8.746771303448332, 0.5788364454868212, 0.025437937240964496, 0.37061148695200186, 0.12793438314764644, 0.42685763781777303, 15.795681934374194, 0.6721393203549163]	[1, 2, 5, 3, 4, 2, 1, 2]	[5, 3, 1, 2, 1, 2, 5, 3]
39	['Premature beat atrial', 'Premature atrial contraction', 'Supraventricular premature beats', 'PAC', 'Supraventricular extrasystoles', 'Extrasystoles atrial', 'Ectopic atrial beats', 'Supraventricular ectopics', 'SVE']	[-5.538362211439539, -5.29336551662332, -6.479993118692275, 3.511159363256411e-08, -6.068454866215365, -5.653857201002473, -6.259131858584432, -5.225142127953522, -4.206552366099476]	[-8.813139177955078, -6.817951318424599, -6.619932069277488, -8.449788543043324, -6.109688001310877, -7.123667827966429, -7.3295960762569745, -7.4731793489347105, -7.392695391304322]	[0.6284210540204599, 0.7763865227841551, 0.9788609687953359, -4.155322166194483e-09, 0.9932511880988579, 0.7936722117792039, 0.8539531774281347, 0.6991859667730786, 0.5690147021406353]	[0.19492419082947174, 0.03386627065952766, 0.008480527915629216, 34.462337141131556, 0.0076834363352799315, 0.032061129534253045, 0.021505268876960155, 0.06981654195596819, 0.17839082272303988]	[1, 2, 5, 1, 5, 3, 3, 2, 1]	[1, 1, 1, 5, 1, 1, 1, 1, 1]
40	['Itching', 'Pruritus', 'Unspecified pruritic disorder', 'Pruritis', 'Pruritus cutaneous', 'Itchy skin', 'Itchy']	[-4.5225193461668, -6.05983088038505, -6.802545245250308, -4.529328557925397, -6.8759105501729065, -2.423047911372421, -2.006631165839636]	[-6.292687374818859, -6.952240228105065, -6.927301432220095, -7.452660085891159, -7.583875445936643, -6.848678651723087, -6.918956930216955]	[0.7186944268460476, 0.8716371531420377, 0.9819906513105487, 0.6077465637403746, 0.906648665209414, 0.3537978688433274, 0.2900193173737121]	[0.16316211906566117, 0.06782871437112736, 0.03147937156435136, 0.5169301718843272, 0.05640406154559231, 2.322053061696386, 3.7778186213765643]	[2, 4, 5, 1, 4, 1, 1]	[1, 1, 1, 2, 1, 5, 5]
41	['Purpura allergic', 'Schoenlein-Henoch purpura', 'Purpura vascular allergic', 'Anaphylactic vascular purpura', 'Anaphylactoid vascular purpura', 'Henoch Shonlein purpura', 'Henoch-Schonlein', 'Purpura anaphylactoid']	[-6.9818053318227875, -7.082859445960121, -7.075289061190324, -6.670131595101923, -6.499726380511843, -8.146819814053398, -7.715925616764612, -5.894297570838025]	[-8.471796782571367, -9.34926851545218, -8.123716893502744, -7.881205549646892, -8.814030513364328, -9.369740621791976, -7.242611979866349, -8.060108102939223]	[0.8241233248401485, 0.7575843430161184, 0.8709423474430847, 0.8463339210079059, 0.737429530185605, 0.8694818931386071, 1.065351234915528, 0.7312926198457056]	[1.117605119109175, 2.4293062630644866, 0.7186538217529891, 0.845582629542786, 2.548489400057485, 0.855659695722197, 0.15690465074102114, 2.1968119390244865]	[3, 2, 4, 3, 2, 3, 5, 2]	[4, 5, 3, 3, 5, 3, 1, 4]
42	['Babinski sign positive', 'Reflex Babinski positive', 'Reflex plantar extensor', 'Reflex plantar upgoing', 'Sign Babinski present', 'Positive Babinski', 'Positive Babinski response', 'Upgoing plantars', 'Plantar response extensor']	[-7.904538221904185, -6.92729470548218, -5.943065879838572, -6.596852360014485, -8.384026471566484, -5.743597552343378, -6.662160083071451, -6.943033063070988, -6.40400046327352]	[-7.038515436385993, -6.761583487882411, -6.905130434026262, -8.274664214718447, -6.739238819242922, -6.010807354221653, -7.139411012526597, -8.459009965629829, -9.966961535885275]	[1.123040546454049, 1.0245077529393438, 0.8606739491194916, 0.7972350525451442, 1.2440613393351054, 0.9555451063174398, 0.9331526188059805, 0.8207855400669261, 0.6425228431168728]	[0.26495299864098787, 0.5337160812717426, 1.6485308665237433, 3.3724241154783905, 0.12160615436810461, 0.8228591419073681, 1.0151850210473745, 2.868521831294641, 22.21529522590405]	[5, 5, 3, 3, 5, 4, 4, 3, 1]	[2, 2, 4, 5, 1, 3, 3, 5, 5]
43	['Acute respiratory distress syndrome', 'Respiratory distress syndrome', 'Adult respiratory distress syndrome', 'Shock lung', 'Adult respiratory stress syndrome', 'ARDS', 'Syndrome adult respiratory', 'Adult respiratory distress syndr', 'Adult RDS', 'A.R.D.S.']	[-5.159298567308378, -5.945189356673557, -6.1930269337195, -7.619898475118965, -6.543430536398732, 4.55435883450761e-10, -6.620262546696074, -6.723295097022802, -4.655374475358038, -4.566231557137922]	[-6.056816256758602, -6.633010513114932, -6.0646641799121745, -6.446411914907493, -7.603115999853445, -8.428931669715356, -7.978263118290359, -6.679418925665611, -7.0652563437347595, -6.424177219846783]	[0.8518169197474476, 0.8963033218353265, 1.0211656820558173, 1.1820371666752716, 0.8606248459874689, -5.4032456460302645e-11, 0.8297874422716096, 1.0065688605319538, 0.6589109083757837, 0.7107885416098199]	[0.029307491676277345, 0.023763401355500202, 0.010506170263308048, 0.003694476706406644, 0.034467296466265084, 54.68021116544104, 0.04644765846038853, 0.011432375781908397, 0.13298114494977614, 0.07657503771244678]	[3, 4, 5, 5, 3, 1, 3, 5, 1, 2]	[1, 1, 1, 1, 1, 5, 1, 1, 1, 1]
44	['Acute circulatory failure', 'Shock', 'Collapse cardiovascular', 'Collapse circulatory', 'Failure circulatory', 'Shock circulatory', 'Vascular collapse', 'Shock, unspecified', 'Shock vascular', 'Peripheral circulatory failure', 'Collapse peripheral circulatory', 'Collapse peripheral vascular']	[-4.566633049968577, 7.453593298123451e-09, -5.6298865774264, -4.781429473798317, -6.616755996599225, -6.783140272863403, -5.3944478351624525, -5.618595045799446, -8.144209540811563, -5.072338063339586, -6.191499316801549, -5.763104202121743]	[-6.103601341871501, -6.668588153861022, -8.321685094656305, -8.580274380667966, -10.903499167342924, -9.77664454711406, -7.086482683177419, -6.429529658842085, -9.638891680193217, -6.321210529835512, -7.331328728416009, -6.775133746865075]	[0.7481866514840803, -1.1177168429284273e-09, 0.6765320380894467, 0.5572583418277689, 0.6068470217723384, 0.6938106668576489, 0.7612306522625557, 0.8738734159306012, 0.8449321572465589, 0.8024314392628806, 0.8445262170285018, 0.8506258942546177]	[0.045047113233513646, 7.626076503104693, 0.14295631987236435, 0.4325013802951114, 0.7044967947689614, 0.19330028975060554, 0.052603121334647694, 0.021794883141696933, 0.043181957187611995, 0.03377135903444937, 0.030282501048883366, 0.02664949378972217]	[2, 1, 2, 1, 1, 2, 2, 4, 3, 3, 3, 3]	[1, 5, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1]
45	['Hypersalivation', 'Sialorrhea', 'Increased salivation', 'Ptyalism', 'Salivary hypersecretion', 'Saliva increased', 'Saliva secretion excessive', 'Saliva secretion increased']	[-5.845634272071672, -5.355441544315858, -5.555746263661226, -7.144920033637941, -6.1584188144055405, -4.605163931008847, -7.070256591875801, -6.129590415649909]	[-6.340329062209573, -7.453981776485621, -6.853403261711263, -8.140847599220335, -7.226910336650359, -6.695160461128372, -8.022701037223356, -7.267958120130386]	[0.9219764801977798, 0.7184672172408804, 0.8106550937546877, 0.8776629148938035, 0.8521509922675947, 0.68783473641089, 0.8812813239670222, 0.8433717303175579]	[0.3996010669704443, 1.986862735523081, 0.8919668112591008, 0.6596434701449295, 0.7092892760083349, 1.9699598815882684, 0.6315747931545032, 0.7606243667554784]	[4, 2, 3, 4, 3, 2, 4, 3]	[2, 4, 3, 3, 3, 4, 3, 3]
46	['Syncope', 'Fainting', 'Faintness', 'Syncope and collapse', 'Collapse transient', 'Falling out', 'Passed out', 'Swooning', 'Collapse fleeting', 'Syncopal attack']	[-3.9765099598249694, -4.26178040420475, -5.435128683217552, -5.950328294991066, -6.205493874875455, -4.347580029814664, -3.689239823675942, -4.449952708632277, -5.817630709379252, -7.153932053788075]	[-5.649604794841577, -6.896020662609596, -6.908154381040694, -7.055762153254688, -7.713193678167723, -6.11346166333455, -5.87678220218771, -8.721912278950459, -7.240493494210196, -8.662117606105872]	[0.7038563057465114, 0.618005747475821, 0.7867700088078757, 0.8433289226233758, 0.8045297620932522, 0.7111486534526338, 0.627765279833337, 0.5102037909016619, 0.8034853859106806, 0.8258871997703325]	[0.7225946897370042, 1.889360882100903, 0.5915695936232162, 0.40960262938665765, 0.6124415064189683, 0.7928509670606668, 1.2086943583919538, 9.717787082841921, 0.5626267374224062, 0.61273907154904]	[2, 1, 3, 3, 3, 2, 1, 1, 3, 3]	[3, 4, 3, 2, 3, 3, 4, 5, 3, 3]
47	['Heart racing', 'Tachycardia', 'Heart rate increased', 'Pulse rate increased', 'Pulse rapid', 'Tachycardia, unspecified', 'Heartbeats increased', 'Heart rate high', 'Quick pulse', 'Pulse increased', 'High pulse rate']	[-5.124350801414809, -4.537551404304764, -4.839541283646262, -5.704550089777499, -6.022951505395491, -5.938560580060067, -5.185875982001402, -4.534497740564927, -5.5294825460142345, -5.370216112768953, -5.96858911520454]	[-7.790731526859325, -4.426091875138248, -6.078283185134522, -7.4052241806680525, -9.445872962836434, -5.3923831842458565, -8.671787622665478, -5.624182230959406, -5.655016085962274, -8.306317358958081, -6.420463399964134]	[0.657749632848738, 1.0251823803732123, 0.7962020090610759, 0.7703413091354744, 0.6376278327150932, 1.1012868294319103, 0.598016949636435, 0.8062501452395873, 0.9778013823409526, 0.646521903834719, 0.9296196774889928]	[6.916106823964498, 0.42999261666351507, 1.6589986370566732, 2.633059239351148, 14.737477595363021, 0.27839756202909827, 15.695655100131464, 1.4292599296161497, 0.5449865454467191, 9.05732238938933, 0.7552900532153617]	[1, 5, 3, 2, 1, 5, 1, 3, 4, 1, 4]	[5, 2, 4, 5, 5, 2, 5, 4, 2, 5, 3]
48	['CAT', 'CAT scan', 'CT scan', 'Computerized axial tomography', 'EMI scan', 'Computer-assisted transaxial tomography', 'Computerized axial tomogram', 'Computerized transverse axial tomogram', 'Computerized transverse axial tomography', 'Computerised tomogram', 'Computerized tomography', 'CTT', 'CT', 'CTT scan']	[-2.8690455557828227, -5.260796566089123, -3.1930583056578907, -6.435750472024442, -5.635277874763806, -7.385667641741543, -6.658519905398048, -7.24503858120771, -7.077961506177505, -7.791395681486161, -5.66902475791071, -2.7175448589307063, 4.978027163815568e-07, -6.103675634622339]	[-8.644263690216832, -7.8722206140050455, -4.838846104191627, -6.918392900455553, -8.64209189568647, -7.118364908800159, -7.434976659512577, -7.656290550437919, -7.287286321377367, -7.1356906958448105, -5.772931252575824, -6.114401636539374, -5.9405545794531225, -7.023036718459217]	[0.33190167012487976, 0.668273518240828, 0.6598801112711395, 0.9302377827660915, 0.6520733570973185, 1.0375511422027448, 0.895567021972947, 0.9462857415714603, 0.9712753409200069, 1.0918908923593305, 0.9820010857363402, 0.4444498448860126, -8.37973474906418e-08, 0.8690935103015414]	[5.9437535859120825, 0.2512132156001643, 0.09564713989876761, 0.02988989381006932, 0.37304237388121697, 0.014119760387907207, 0.04009833247495088, 0.027830428275267615, 0.022741758371283036, 0.009575167319411382, 0.02046639944226004, 0.5509999799564327, 7.012384453131326, 0.04625821542544656]	[1, 1, 1, 4, 1, 5, 4, 4, 4, 5, 5, 1, 1, 3]	[5, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 5, 1]
49	"['Gilles de la Tourette syndrome', ""Gilles de la Tourette's disorder"", ""Tourette's disorder"", 'Gilles de la Tourette', ""Brissaud's II"", ""Guinon's myospasia impulsiva"", 'Tourette syndrome']"	[-4.669356223995914, -5.415429809295639, -4.911461198813134, -5.084585778994422, -7.991974740002371, -8.600986996809665, -3.4798402719179893]	[-4.7656100594038415, -5.575028275306527, -6.502329612095503, -5.391119731283113, -8.63088047046645, -9.90484897748142, -4.922787553918895]	[0.979802410560639, 0.9713726176568831, 0.7553387004062256, 0.9431409488997319, 0.9259744434359489, 0.8683612457255964, 0.7068841045451544]	[0.48519308980323905, 0.5169217792205315, 2.162805526782205, 0.5987397633597745, 0.8348055555007732, 1.623200473593501, 1.8654178991832868]	[5, 4, 2, 4, 4, 3, 2]	[2, 2, 4, 3, 3, 4, 4]
50	['Hives', 'Urticaria, unspecified', 'Urticarial rash', 'Urticaria', 'Urticated rash', 'Urticarial', 'Urtication']	[-3.938464056181508, -6.09408493278413, -6.660045620733991, -4.710758640957561, -7.5974162329961406, -5.4190233115855575, -7.556581456253386]	[-7.446351715872751, -7.248202976374803, -8.975797882744525, -7.661412329881848, -10.128458276600686, -8.102589445541225, -7.358496806363063]	[0.5289119029640006, 0.8407718371915812, 0.7420004001580249, 0.6148681781013356, 0.7501058922805758, 0.6688014181154881, 1.0269191731820873]	[2.5583253468366784, 0.24306734525816773, 0.7766367705867862, 1.4653863271959011, 0.9632014172376404, 1.1219086170533592, 0.06287419671559615]	[1, 3, 2, 1, 2, 1, 5]	[5, 2, 3, 4, 3, 4, 1]
51	['Venous stasis ulcer', 'Stasis ulcer', 'Varicose ulceration', 'Ulcerated varicose veins', 'Venous ulceration', 'Varicose veins (with ulceration)']	[-5.628680640270914, -4.366226393093436, -5.771812643443895, -6.969894223945767, -5.307570704867167, -6.233202437628256]	[-4.623157473054096, -7.766113654154413, -7.75283462028008, -6.333552391143665, -5.898373784985991, -8.095260893505337]	[1.2174970619273673, 0.5622151036584125, 0.7444777202322654, 1.1004715511143337, 0.8998362766322672, 0.7699816620646566]	[0.20799427608125146, 17.03322263809044, 4.1218431323818665, 0.30087409701350276, 1.0264246282674576, 3.6595379804464616]	[5, 1, 2, 5, 4, 2]	[1, 5, 5, 2, 3, 5]
52	['Vertigo', 'Head revolving round', 'Head spinning', 'Vertigo subjective', 'Rotatory vertigo', 'Head revolving around', 'Spinning sensation', 'Spinning']	[-0.9572380234414708, -7.768650504845084, -5.483825511771561, -5.151183522786622, -5.25019771556771, -7.053303184892715, -4.525694978425877, -2.7233898297875294]	[-6.037608044855567, -7.874893879049298, -9.8343366449079, -7.743163093955079, -7.163002108682006, -7.488489770363315, -6.921782852290292, -5.137712682471708]	[0.15854590366413393, 0.9865085960730381, 0.5576202757520019, 0.6652557178871823, 0.7329605151454782, 0.9418859344386223, 0.6538337123546727, 0.5300782659721117]	[3.860086053386262, 0.026690777896922698, 1.8604726876313087, 0.3205551401101003, 0.16253268622358824, 0.03708680774132269, 0.26352878639204025, 0.2683783093270057]	[1, 5, 1, 1, 2, 4, 1, 1]	[5, 1, 4, 2, 1, 1, 2, 2]
53	['Salivary hyposecretion', 'Asialia', 'Xerostomia', 'Dry mouth', 'Aptyalism', 'Saliva decreased', 'Oral dryness', 'Aptyalia', 'Mouth became dry']	[-7.235875690044689, -4.406035593432146, -5.554785326623599, -4.06265281052289, -8.392397517890672, -4.993123749273632, -4.8625716342499405, -8.75165292396652, -6.774755708543733]	[-8.932382979530269, -7.949545306187644, -7.4389206661050995, -6.5702981550196755, -9.333641619071068, -6.821262201690508, -6.928751216591688, -9.90889822073909, -8.069904475409992]	[0.8100722625335983, 0.5542500135199738, 0.7467192588749567, 0.6183361416283739, 0.8991557486782876, 0.7319941092480202, 0.7017962519141915, 0.8832115063660172, 0.8395087859078457]	[0.5444912704905928, 3.452501546976228, 0.6568659473082672, 1.2253600094874133, 0.2558493313449223, 0.6210943936373854, 0.7880205773803833, 0.3175355934407577, 0.3644879119295933]	[3, 1, 2, 1, 4, 2, 2, 4, 3]	[2, 5, 3, 4, 2, 3, 3, 2, 2]
54	['Antinuclear antibody positive', 'Antinuclear factor positive', 'ANA positive', 'Antinuclear antibody present', 'Antinuclear factor test positive', 'ANA present', 'ANA +ve', 'ANF +ve', 'Positive ANF', 'Antinuclear antibody +ve']	[-6.921491510173027, -7.408208091882017, -5.358074090907135, -7.287703977717376, -7.132314697532435, -5.103275152038906, -5.927766893710941, -6.12464990912861, -4.4838012769834465, -7.822196310297848]	[-8.253662503096187, -8.974865539579506, -6.594313010670246, -8.34793153658608, -9.010501121945024, -7.124421300739168, -5.95851517260779, -7.246111994988468, -8.739373954071548, -7.9403277168521385]	[0.8385963816156252, 0.8254394519017061, 0.8125295360164502, 0.872995178000431, 0.79155583035906, 0.7163073233063062, 0.9948396071829768, 0.8452325762235694, 0.5130574913657869, 0.9851226031510545]	[0.8389709707191264, 1.0606768921316216, 0.7622267113179456, 0.6392097654552049, 1.4483663390081674, 1.6709561087407965, 0.22832119600168896, 0.6795747255680079, 15.608607285889523, 0.24917028036825117]	[3, 3, 3, 4, 3, 2, 5, 3, 1, 5]	[3, 4, 3, 3, 4, 4, 1, 3, 5, 2]
55	['Atrioventricular block third degree', 'AV block complete', 'Third degree AV block', 'Complete heart block', 'Atrioventricular block, complete', 'Heart block AV complete', 'Heart block AV third degree', 'Heart block third degree']	[-6.0784298230435025, -6.6767222044267, -8.046955992004985, -5.5645793197648885, -5.856395536986975, -8.339576895708774, -7.822948773857528, -6.383644531997523]	[-6.521121834077247, -6.89455636322241, -6.02624413264175, -6.587728899627797, -6.506354050206431, -8.117248742128718, -8.881958488789392, -7.334450393724583]	[0.9321141327677116, 0.9684049056502458, 1.3353186188421822, 0.8446885724273329, 0.9001040355006757, 1.0273895947559384, 0.8807684458029699, 0.8703644021451726]	[1.0700072950820467, 0.8545396415784265, 0.09110538149092184, 1.9119487982514045, 1.3164411123180566, 0.5502653303139284, 1.981755702389299, 1.7785160147019903]	[4, 4, 5, 3, 4, 5, 4, 4]	[4, 3, 1, 4, 4, 2, 4, 4]
56	['Red blood cell sedimentation rate decreased', 'Sedimentation rate decreased', 'Erythrocyte sedimentation rate decreased', 'ESR low', 'ESR decreased', 'Sedimendation rate erythrocytes decreased', 'Erythrocyte sedimentation rate low', 'ESR retarded']	[-7.2222191031690866, -6.156293572410832, -7.10634860408509, -5.907112110214971, -6.387201943462883, -7.377413533707006, -6.868072433291668, -6.285753871012051]	[-7.561033535912171, -6.680915095422003, -7.149194208163922, -8.487607634558763, -8.85447326388885, -8.380341168091753, -6.463296669437623, -9.678526714784297]	[0.9551894021982791, 0.9214746010811213, 0.9940069324134593, 0.6959690368064544, 0.7213531232300145, 0.8803237703253174, 1.0626268272301456, 0.6494535848529855]	[0.5758524667699496, 0.6934357462635402, 0.42832517643769136, 5.418273955979518, 4.838250084236012, 1.1187471201852581, 0.27376259719178037, 12.20755015951633]	[4, 4, 5, 2, 2, 4, 5, 1]	[3, 3, 2, 5, 5, 4, 2, 5]
57	['Gamma-glutamyltransferase incr.', 'Gamma glutamyl transpeptidase increased', 'Gamma-glutamyltransferase increased', 'Gamma-GT increased', 'Gamma GT raised', 'GGTP inc', 'GGTP increase', 'Gamma-glutamyltransferase high', 'GGT increased']	[-6.07657032796551, -6.528264766735524, -6.462662799418571, -6.017290750300789, -7.005099867317696, -6.653699322361394, -6.935768209428905, -6.357920374046284, -5.9096301969211575]	[-7.887647844030669, -6.805092024990403, -6.618037451557746, -7.365196099988782, -8.579405085011697, -10.63463104530446, -8.203808430335396, -6.528019820728723, -8.346431624213489]	[0.770390672621652, 0.9593205709433049, 0.9765225486745164, 0.8169898898292679, 0.8165018201035493, 0.6256633910491161, 0.8454327363109027, 0.9739431785819163, 0.7080427256813526]	[2.24358711354438, 0.4837561687285362, 0.4284304395298384, 1.411854104922988, 1.770573803137151, 19.6471085884503, 1.303481393236488, 0.4347856645919693, 4.194607980014965]	[2, 4, 4, 3, 3, 1, 3, 4, 2]	[4, 2, 2, 4, 4, 5, 4, 2, 5]
58	['Gonadotropic follicle stimulating hormone decreased', 'Follicle-stimulating hormone decreased', 'Gonadotropic FSH decreased', 'Follicle stimulating hormone decr', 'FSH decreased', 'Follitropin decreased', 'Follitropin low']	[-7.054503073122709, -6.789466113663585, -7.9012064881542, -6.234831674519463, -7.302885771219615, -7.556329314774312, -6.785515061294572]	[-7.047833929187204, -8.083976249325321, -6.963368671574058, -8.764818176208179, -8.057530910148182, -7.653382293451131, -7.308087439052491]	[1.0009462685986237, 0.839867152532793, 1.1346816262089632, 0.7113475201851552, 0.9063428800529802, 0.9873189427947608, 0.9284939620501214]	[0.5591762568350848, 2.054204629594776, 0.22036737901130923, 7.066498513699486, 1.1972457790963533, 0.6202898404914049, 0.9492823257735433]	[5, 3, 5, 2, 4, 5, 4]	[3, 4, 1, 5, 4, 3, 3]
59	['Gonadotropic follicle stimulating hormone increased', 'Follicle-stimulating hormone increased', 'FSH elevated', 'Gonadotropic FSH increased', 'Follitropin high', 'FSH increased', 'Follitropin increased']	[-6.879616158803871, -6.592718335054892, -7.380715752925373, -7.596483012512047, -6.500852162444324, -6.591864328054592, -7.330391147118157]	[-6.755076008775059, -7.7912183289131764, -7.9826693627781475, -6.696349968042074, -7.314732811021858, -7.612499737594877, -7.456112653936538]	[1.0184365283036092, 0.8461729676589018, 0.9245924411375994, 1.1344214458273243, 0.8887340563757603, 0.8659263783616564, 0.983138464686152]	[0.6124753754459709, 2.299734319868152, 1.26648737140777, 0.2820024739624238, 1.565451464142375, 1.925005873384934, 0.7866397519193339]	[5, 3, 4, 5, 4, 3, 5]	[3, 4, 4, 2, 4, 4, 3]
